"X","mark","model","generation_name","year","mileage","vol_engine","fuel","city","province","price"
2474,"opel","astra","gen-j-2009-2015",2013,180000,"1364","Gasoline","Zagórze","Małopolskie",29990
2475,"opel","astra","gen-j-2009-2015",2014,244000,"1956","Diesel","Ustroń","Śląskie",31999
2476,"opel","astra","gen-j-2009-2015",2013,245600,"1686","Diesel","Opoczno","Łódzkie",26800
2477,"opel","astra","gen-j-2009-2015",2013,143500,"1364","Gasoline","Tarnów","Małopolskie",31600
2478,"opel","astra","gen-j-2009-2015",2012,25608,"1362","Gasoline","Starowa Góra","Łódzkie",46899
2479,"opel","astra","gen-j-2009-2015",2011,137000,"1598","Gasoline","Jasło","Podkarpackie",33500
2480,"opel","astra","gen-j-2009-2015",2011,154300,"1364","Gasoline","Tarnów","Małopolskie",27900
2481,"opel","astra","gen-j-2009-2015",2018,47688,"1400","Gasoline","Swadzim","Wielkopolskie",47900
2482,"opel","astra","gen-j-2009-2015",2013,243600,"1686","Diesel","Tomaszów Mazowiecki","Łódzkie",23900
2483,"opel","astra","gen-j-2009-2015",2013,119077,"1364","Gasoline","Łódź","Łódzkie",34000
2484,"opel","astra","gen-j-2009-2015",2012,165056,"1362","Gasoline","Kraków","Małopolskie",30900
2485,"opel","astra","gen-j-2009-2015",2011,141300,"1364","Gasoline","Kraków","Małopolskie",24700
2486,"opel","astra","gen-j-2009-2015",2011,182000,"1364","Gasoline","Blizne","Podkarpackie",26900
2487,"opel","astra","gen-j-2009-2015",2016,77917,"1364","LPG","Kraków","Małopolskie",50000
2488,"opel","astra","gen-j-2009-2015",2013,85133,"1364","Gasoline","Pszów","Śląskie",33200
2489,"opel","astra","gen-j-2009-2015",2015,100000,"1364","Gasoline","Gorzów Wielkopolski","Lubuskie",35000
2490,"opel","astra","gen-j-2009-2015",2012,165000,"1598","Gasoline","Wyszków","Mazowieckie",25900
2491,"opel","astra","gen-j-2009-2015",2015,260000,"1956","Diesel","Wrocław","Dolnośląskie",31900
2492,"opel","astra","gen-j-2009-2015",2012,200000,"1248","Diesel","Starogard Gdański","Pomorskie",16900
2493,"opel","astra","gen-j-2009-2015",2010,195000,"1598","Gasoline","Radom","Mazowieckie",27900
2494,"opel","astra","gen-j-2009-2015",2015,149837,"1364","Gasoline","Wodzisław Śląski","Śląskie",38900
2495,"opel","astra","gen-j-2009-2015",2015,144564,"1598","Diesel","Lębork","Pomorskie",29700
2496,"opel","astra","gen-j-2009-2015",2010,162000,"1598","Gasoline","Częstochowa","Śląskie",20900
2497,"opel","astra","gen-j-2009-2015",2011,121822,"1686","Diesel","Bielany Wrocławskie","Dolnośląskie",30000
2498,"opel","astra","gen-j-2009-2015",2014,70600,"1364","Gasoline","Bydgoszcz","Kujawsko-pomorskie",49000
2499,"opel","astra","gen-j-2009-2015",2011,152000,"1364","Gasoline","Gliwice","Śląskie",30555
2500,"opel","astra","gen-j-2009-2015",2010,102003,"1364","Gasoline","Gliwice","Śląskie",27700
2501,"opel","astra","gen-j-2009-2015",2011,136000,"1598","Gasoline","Jastrzębie-Zdrój","Śląskie",25500
2502,"opel","astra","gen-j-2009-2015",2012,229000,"1956","Diesel","Olkusz","Małopolskie",28999
2503,"opel","astra","gen-j-2009-2015",2015,86964,"1598","Gasoline","Bydgoszcz","Kujawsko-pomorskie",39999
2504,"opel","astra","gen-j-2009-2015",2010,154000,"1686","Diesel","Kłobuck","Śląskie",20900
2505,"opel","astra","gen-j-2009-2015",2010,182185,"1598","Gasoline","Tychy","Śląskie",22900
2506,"opel","astra","gen-j-2009-2015",2014,259000,"1956","Diesel","Toruń","Kujawsko-pomorskie",30500
2507,"opel","astra","gen-j-2009-2015",2011,151000,"1364","Gasoline","Bieruń","Śląskie",32900
2508,"opel","astra","gen-j-2009-2015",2010,224000,"1956","Diesel","Otmuchów","Opolskie",21900
2509,"opel","astra","gen-j-2009-2015",2013,116600,"1364","Gasoline","Kraków","Małopolskie",34000
2510,"opel","astra","gen-j-2009-2015",2015,194500,"1598","Diesel","Warszawa","Mazowieckie",31900
2511,"opel","astra","gen-j-2009-2015",2010,157000,"1364","Gasoline","Niestachów","Świętokrzyskie",27900
2512,"opel","astra","gen-j-2009-2015",2009,131000,"1598","Gasoline","Radom","Mazowieckie",29900
2513,"opel","astra","gen-j-2009-2015",2014,137658,"1686","Diesel","Strojec","Opolskie",33900
2514,"opel","astra","gen-j-2009-2015",2012,220000,"1364","Gasoline","Jelcz-Laskowice","Dolnośląskie",23900
2515,"opel","astra","gen-j-2009-2015",2014,58300,"1598","Diesel","Warszawa","Mazowieckie",32000
2516,"opel","astra","gen-j-2009-2015",2012,223000,"1364","LPG","Zamość","Lubelskie",25900
2517,"opel","astra","gen-j-2009-2015",2015,108000,"1598","Gasoline","Krosno","Podkarpackie",43900
2518,"opel","astra","gen-j-2009-2015",2014,155000,"1956","Diesel","Łuków","Lubelskie",32900
2519,"opel","astra","gen-j-2009-2015",2012,210500,"1248","Diesel","Żywiec","Śląskie",14900
2520,"opel","astra","gen-j-2009-2015",2015,194000,"1598","Diesel","Morzyczyn","Zachodniopomorskie",30900
2521,"opel","astra","gen-j-2009-2015",2012,239000,"1598","Gasoline","Lublin","Lubelskie",28900
2522,"opel","astra","gen-j-2009-2015",2011,137053,"1598","Gasoline","Poznań","Wielkopolskie",21800
2523,"opel","astra","gen-j-2009-2015",2018,128234,"1399","Gasoline","Piaseczno","Mazowieckie",59300
2524,"opel","astra","gen-j-2009-2015",2013,133000,"1364","Gasoline","Ryczów","Małopolskie",35900
2525,"opel","astra","gen-j-2009-2015",2013,196123,"1956","Diesel","Gniezno","Wielkopolskie",33900
2526,"opel","astra","gen-j-2009-2015",2012,128000,"1364","Gasoline","Wolbrom","Małopolskie",34600
2527,"opel","astra","gen-j-2009-2015",2009,114000,"1598","LPG","Gniezno","Wielkopolskie",24900
2528,"opel","astra","gen-j-2009-2015",2011,194000,"1686","Diesel","Gniezno","Wielkopolskie",21900
2529,"opel","astra","gen-j-2009-2015",2011,159000,"1956","Diesel","Żukowo","Pomorskie",25900
2530,"opel","astra","gen-j-2009-2015",2012,118000,"1398","Gasoline","Sulechów","Lubuskie",31900
2531,"opel","astra","gen-j-2009-2015",2011,265000,"1686","Diesel","Bolesławiec","Dolnośląskie",18900
2532,"opel","astra","gen-j-2009-2015",2014,162000,"1364","Gasoline","Żabno","Małopolskie",29900
2533,"opel","astra","gen-j-2009-2015",2012,150000,"1398","Gasoline","Warszawa","Mazowieckie",28500
2534,"opel","astra","gen-j-2009-2015",2010,212415,"1686","Diesel","Piaseczno","Mazowieckie",19899
2535,"opel","astra","gen-j-2009-2015",2011,203980,"1686","Diesel","Grudziądz","Kujawsko-pomorskie",24600
2536,"opel","astra","gen-j-2009-2015",2011,198000,"1364","Gasoline","Paniówki","Śląskie",28000
2537,"opel","astra","gen-j-2009-2015",2010,105279,"1398","Gasoline","Stalowa Wola","Podkarpackie",24990
2538,"opel","astra","gen-j-2009-2015",2012,78000,"1598","Gasoline","Warszawa","Mazowieckie",32000
2539,"opel","astra","gen-j-2009-2015",2010,169000,"1598","Gasoline","Czerwionka-Leszczyny","Śląskie",25950
2540,"opel","astra","gen-j-2009-2015",2011,169111,"1364","Gasoline","Piotrków Trybunalski","Łódzkie",20900
2541,"opel","astra","gen-j-2009-2015",2012,217263,"1364","Gasoline","Poznań","Wielkopolskie",20900
2542,"opel","astra","gen-j-2009-2015",2016,68651,"1598","Gasoline","Piaseczno","Mazowieckie",43000
2543,"opel","astra","gen-j-2009-2015",2011,178100,"1598","Gasoline","Więcbork","Kujawsko-pomorskie",22999
2544,"opel","astra","gen-j-2009-2015",2014,83000,"1600","LPG","Goczałkowice-Zdrój","Śląskie",35900
2545,"opel","astra","gen-j-2009-2015",2011,245600,"1686","Diesel","Kraków","Małopolskie",18450
2546,"opel","astra","gen-j-2009-2015",2015,190000,"1598","Diesel","Brzeg","Opolskie",28900
2547,"opel","astra","gen-j-2009-2015",2011,189000,"1686","Diesel","Zawiercie","Śląskie",19900
2548,"opel","astra","gen-j-2009-2015",2012,190300,"1686","Diesel","Słupsk","Pomorskie",21500
2549,"opel","astra","gen-j-2009-2015",2014,44000,"1598","Gasoline","Piaseczno","Mazowieckie",39000
2550,"opel","astra","gen-j-2009-2015",2011,165900,"1598","Gasoline","Tarnów","Małopolskie",27900
2551,"opel","astra","gen-j-2009-2015",2010,117000,"1686","Diesel","Września","Wielkopolskie",20500
2552,"opel","astra","gen-j-2009-2015",2013,219000,"1686","Diesel","Jarosław","Podkarpackie",25990
2553,"opel","astra","gen-j-2009-2015",2011,199999,"1364","Gasoline","Gdynia","Pomorskie",25299
2554,"opel","astra","gen-j-2009-2015",2014,167000,"1686","Diesel","Międzyrzecz","Lubuskie",27900
2555,"opel","astra","gen-j-2009-2015",2012,141000,"1398","Gasoline","Szamotuły","Wielkopolskie",24900
2556,"opel","astra","gen-j-2009-2015",2012,173580,"1364","Gasoline","Stalowa Wola","Podkarpackie",36500
2557,"opel","astra","gen-j-2009-2015",2011,235000,"1686","Diesel","Pisz","Warmińsko-mazurskie",21900
2558,"opel","astra","gen-j-2009-2015",2010,229831,"1598","Gasoline","Jelenia Góra","Dolnośląskie",22600
2559,"opel","astra","gen-j-2009-2015",2014,113800,"1364","Gasoline","Tenczynek","Małopolskie",48900
2560,"opel","astra","gen-j-2009-2015",2010,170550,"1598","Gasoline","Nisko","Podkarpackie",26950
2561,"opel","astra","gen-j-2009-2015",2012,187000,"1598","Gasoline","Kutno","Łódzkie",25990
2562,"opel","astra","gen-j-2009-2015",2010,178490,"1598","Gasoline","Bielany Wrocławskie","Dolnośląskie",26000
2563,"opel","astra","gen-j-2009-2015",2018,76556,"1364","Gasoline","Piaseczno","Mazowieckie",47501
2564,"opel","astra","gen-j-2009-2015",2011,199025,"1364","Gasoline","Sokołów Podlaski","Mazowieckie",25900
2565,"opel","astra","gen-j-2009-2015",2010,223300,"1598","Gasoline","Sokołów Podlaski","Mazowieckie",24900
2566,"opel","astra","gen-j-2009-2015",2013,186000,"1686","Diesel","Nowy Sącz","Małopolskie",28900
2567,"opel","astra","gen-j-2009-2015",2012,126311,"1364","Gasoline","Zabrze","Śląskie",33000
2568,"opel","astra","gen-j-2009-2015",2014,154384,"1598","Gasoline","Piaseczno","Mazowieckie",34000
2569,"opel","astra","gen-j-2009-2015",2013,134493,"1686","Diesel","Piaseczno","Mazowieckie",28000
2570,"opel","astra","gen-j-2009-2015",2015,218000,"1300","Diesel","Wilkowo","Lubuskie",27999
2571,"opel","astra","gen-j-2009-2015",2013,166000,"1364","Gasoline","Radom","Mazowieckie",36700
2572,"opel","astra","gen-j-2009-2015",2010,240800,"1686","Diesel","Boruja Kościelna","Wielkopolskie",14999
2573,"opel","astra","gen-j-2009-2015",2010,152000,"1598","Gasoline","Radom","Mazowieckie",31900
2574,"opel","astra","gen-j-2009-2015",2014,101000,"1686","Diesel","Ruda Śląska","Śląskie",32000
2575,"opel","astra","gen-j-2009-2015",2011,168000,"1364","Gasoline","Wojkowice Kościelne","Śląskie",29900
2576,"opel","astra","gen-j-2009-2015",2011,156000,"1398","Gasoline","Tomaszów Mazowiecki","Łódzkie",23800
2577,"opel","astra","gen-j-2009-2015",2013,190700,"1598","Gasoline","Łomża","Podlaskie",26700
2578,"opel","astra","gen-j-2009-2015",2012,153400,"1398","Gasoline","Czarny Dunajec","Małopolskie",24000
2579,"opel","astra","gen-j-2009-2015",2013,116116,"1686","Diesel","Kotlin","Wielkopolskie",27500
2580,"opel","astra","gen-j-2009-2015",2015,189127,"1598","Diesel","Tomaszów Lubelski","Lubelskie",29800
2581,"opel","astra","gen-j-2009-2015",2014,150000,"1364","LPG","Żary","Lubuskie",28900
2582,"opel","astra","gen-j-2009-2015",2012,199000,"1686","Diesel","Zabrzeg","Śląskie",34500
2583,"opel","astra","gen-j-2009-2015",2016,175000,"1598","Diesel","Starachowice","Świętokrzyskie",29900
2584,"opel","astra","gen-j-2009-2015",2011,206000,"1686","Diesel","Mogilno","Kujawsko-pomorskie",17900
2585,"opel","astra","gen-j-2009-2015",2009,161500,"1598","Gasoline","Kraków","Małopolskie",31500
2586,"opel","astra","gen-j-2009-2015",2013,197000,"1598","Gasoline","Włocławek","Kujawsko-pomorskie",27999
2587,"opel","astra","gen-j-2009-2015",2010,168750,"1364","Gasoline","Gniezno","Wielkopolskie",24950
2588,"opel","astra","gen-j-2009-2015",2013,124000,"1364","Gasoline","Piła","Wielkopolskie",26900
2589,"opel","astra","gen-j-2009-2015",2012,239000,"1398","Gasoline","Krzeszowice","Małopolskie",23999
2590,"opel","astra","gen-j-2009-2015",2010,140000,"1598","Gasoline","Kiedrzyn","Mazowieckie",27900
2591,"opel","astra","gen-j-2009-2015",2012,90000,"1364","Gasoline","Lwówek Śląski","Dolnośląskie",31900
2592,"opel","astra","gen-j-2009-2015",2011,193000,"1686","Diesel","Dębno Polskie","Wielkopolskie",22800
2593,"opel","astra","gen-j-2009-2015",2013,128900,"1364","Gasoline","Wiskitki","Mazowieckie",33900
2594,"opel","astra","gen-j-2009-2015",2010,173000,"1364","Gasoline","Krośniewice","Łódzkie",27900
2595,"opel","astra","gen-j-2009-2015",2010,121000,"1364","Gasoline","Międzyrzec Podlaski","Lubelskie",26900
2596,"opel","astra","gen-j-2009-2015",2011,190250,"1956","Diesel","Limanowa","Małopolskie",19800
2597,"opel","astra","gen-j-2009-2015",2015,232000,"1364","Gasoline","Tarnów","Małopolskie",28400
2598,"opel","astra","gen-j-2009-2015",2012,184000,"1364","Gasoline","Daleszyce","Świętokrzyskie",29600
2599,"opel","astra","gen-j-2009-2015",2014,199000,"1686","Diesel","Kaczory","Wielkopolskie",29500
2600,"opel","astra","gen-j-2009-2015",2011,148000,"1598","Gasoline","Świebodzice","Dolnośląskie",36950
2601,"opel","astra","gen-j-2009-2015",2013,128000,"1400","Gasoline","Sosnowiec","Śląskie",32900
2602,"opel","astra","gen-j-2009-2015",2015,102000,"1598","Gasoline","Miedary","Śląskie",36990
2603,"opel","astra","gen-j-2009-2015",2015,115000,"1598","Gasoline","Gacki Osiedle Robotnicze","Świętokrzyskie",38500
2604,"opel","astra","gen-j-2009-2015",2011,170000,"1598","Gasoline","Pionki","Mazowieckie",26900
2605,"opel","astra","gen-j-2009-2015",2017,133000,"1598","Gasoline","Rogoźnik","Śląskie",39900
2606,"opel","astra","gen-j-2009-2015",2014,133000,"1364","Gasoline","Czerwionka-Leszczyny","Śląskie",37950
2607,"opel","astra","gen-j-2009-2015",2011,158700,"1364","Gasoline","Łęg Tarnowski","Małopolskie",29900
2608,"opel","astra","gen-j-2009-2015",2013,175661,"1364","Gasoline","Jonkowo","Warmińsko-mazurskie",28700
2609,"opel","astra","gen-j-2009-2015",2010,85000,"1598","Gasoline","Brzesko","Małopolskie",27900
2610,"opel","astra","gen-j-2009-2015",2012,121438,"1598","Gasoline","Nieciszów","Dolnośląskie",40800
2611,"opel","astra","gen-j-2009-2015",2012,239200,"1686","Diesel","Gdynia","Pomorskie",23900
2612,"opel","astra","gen-j-2009-2015",2011,168000,"1598","Gasoline","Rybnik","Śląskie",26450
2613,"opel","astra","gen-j-2009-2015",2013,218000,"1686","Diesel","Kunice","Dolnośląskie",25900
2614,"opel","astra","gen-j-2009-2015",2010,174000,"1364","Gasoline","Jastrzębie-Zdrój","Śląskie",22900
2615,"opel","astra","gen-j-2009-2015",2010,85000,"1398","Gasoline","Poręba","Śląskie",23999
2616,"opel","astra","gen-j-2009-2015",2012,144000,"1598","Gasoline","Żywocice","Opolskie",33400
2617,"opel","astra","gen-j-2009-2015",2012,249250,"1956","Diesel","Poznań","Wielkopolskie",29500
2618,"opel","astra","gen-j-2009-2015",2017,79000,"1364","LPG","Gdańsk","Pomorskie",47500
2619,"opel","astra","gen-j-2009-2015",2012,192000,"1364","Gasoline","Przysietnica","Podkarpackie",29500
2620,"opel","astra","gen-j-2009-2015",2011,130000,"1398","Gasoline","Zduńska Wola","Łódzkie",23900
2621,"opel","astra","gen-j-2009-2015",2012,302000,"1686","Diesel","Grodków","Opolskie",25500
2622,"opel","astra","gen-j-2009-2015",2012,81000,"1398","Gasoline","Oborniki","Wielkopolskie",30900
2623,"opel","astra","gen-j-2009-2015",2011,135738,"1364","Gasoline","Ostrów Mazowiecka","Mazowieckie",27900
2624,"opel","astra","gen-j-2009-2015",2013,120580,"1364","Gasoline","Aleksandrów Łódzki","Łódzkie",35000
2625,"opel","astra","gen-j-2009-2015",2010,161000,"1598","Gasoline","Ostrówek","Łódzkie",32900
2626,"opel","astra","gen-j-2009-2015",2015,63000,"1598","Gasoline","Siedlce","Mazowieckie",51900
2627,"opel","astra","gen-j-2009-2015",2015,150000,"1400","Gasoline","Nowe Miasto nad Pilicą","Mazowieckie",35900
2628,"opel","astra","gen-j-2009-2015",2013,225000,"1956","Diesel","Wolbrom","Małopolskie",29900
2629,"opel","astra","gen-j-2009-2015",2012,250144,"1686","Diesel","Sierakowice","Pomorskie",28800
2630,"opel","astra","gen-j-2009-2015",2010,132000,"1598","Gasoline","Zieleniewo","Zachodniopomorskie",25900
2631,"opel","astra","gen-j-2009-2015",2015,157453,"1364","Gasoline","Kraków","Małopolskie",36999
2632,"opel","astra","gen-j-2009-2015",2012,99343,"1364","Gasoline","Kraków","Małopolskie",32900
2633,"opel","astra","gen-j-2009-2015",2011,117690,"1364","Gasoline","Lisewo Parcele","Wielkopolskie",27700
2634,"opel","astra","gen-j-2009-2015",2012,153282,"1364","Gasoline","Gołdap","Warmińsko-mazurskie",27900
2635,"opel","astra","gen-j-2009-2015",2011,179112,"1364","Gasoline","Ograszka","Kujawsko-pomorskie",27500
2636,"opel","astra","gen-j-2009-2015",2013,170000,"1362","LPG","Siemianowice Śląskie","Śląskie",25999
2637,"opel","astra","gen-j-2009-2015",2011,198000,"1598","LPG","Nowy Targ","Małopolskie",27000
2638,"opel","astra","gen-j-2009-2015",2012,120000,"1364","Gasoline","Radzionków","Śląskie",29900
2639,"opel","astra","gen-j-2009-2015",2011,237000,"1686","Diesel","Warszawa","Mazowieckie",14900
2640,"opel","astra","gen-j-2009-2015",2014,156000,"1364","Gasoline","Będzin","Śląskie",33900
2641,"opel","astra","gen-j-2009-2015",2011,105000,"1598","Gasoline","Dzierżoniów","Dolnośląskie",31990
2642,"opel","astra","gen-j-2009-2015",2010,172000,"1598","Gasoline","Świdnica","Dolnośląskie",26800
2643,"opel","astra","gen-j-2009-2015",2013,175800,"1686","Diesel","Lipnik","Zachodniopomorskie",25900
2644,"opel","astra","gen-j-2009-2015",2011,111000,"1598","Gasoline","Lębork","Pomorskie",28900
2645,"opel","astra","gen-j-2009-2015",2010,233000,"1598","Gasoline","Toruń","Kujawsko-pomorskie",21999
2646,"opel","astra","gen-j-2009-2015",2012,77202,"1398","Gasoline","Gniezno","Wielkopolskie",32900
2647,"opel","astra","gen-j-2009-2015",2013,214255,"1598","LPG","Białowieża","Podlaskie",25900
2648,"opel","astra","gen-j-2009-2015",2011,195753,"1956","Diesel","Krotoszyn","Wielkopolskie",25000
2649,"opel","astra","gen-j-2009-2015",2011,175000,"1400","Gasoline","Płońsk","Mazowieckie",22700
2650,"opel","astra","gen-j-2009-2015",2011,127000,"1364","Gasoline","Staszów","Świętokrzyskie",27000
2651,"opel","astra","gen-j-2009-2015",2014,154500,"1686","Diesel","Sońsk","Mazowieckie",28900
2652,"opel","astra","gen-j-2009-2015",2011,149900,"1364","Gasoline","Cianowice","Małopolskie",28900
2653,"opel","astra","gen-j-2009-2015",2011,214400,"1956","Diesel","Jędrzejewo","Wielkopolskie",23500
2654,"opel","astra","gen-j-2009-2015",2014,170000,"1686","Diesel","Jędrzejewo","Wielkopolskie",29900
2655,"opel","astra","gen-j-2009-2015",2011,191000,"1598","Gasoline","Wieliczka","Małopolskie",24800
2656,"opel","astra","gen-j-2009-2015",2012,121000,"1364","Gasoline","Kleszczów","Śląskie",29999
2657,"opel","astra","gen-j-2009-2015",2010,185000,"1686","Diesel","Przywitowo","Kujawsko-pomorskie",21900
2658,"opel","astra","gen-j-2009-2015",2011,117000,"1364","Gasoline","Bieruń","Śląskie",31900
2659,"opel","astra","gen-j-2009-2015",2010,227000,"1686","Diesel","Wrocław","Dolnośląskie",19995
2660,"opel","astra","gen-j-2009-2015",2011,152584,"1364","Gasoline","Chojnice","Pomorskie",26900
2661,"opel","astra","gen-j-2009-2015",2010,125000,"1364","Gasoline","Poręba","Śląskie",25500
2662,"opel","astra","gen-j-2009-2015",2010,196000,"1364","Gasoline","Olsztyn","Warmińsko-mazurskie",27990
2663,"opel","astra","gen-j-2009-2015",2015,50000,"1598","Gasoline","Poręba","Śląskie",49999
2664,"opel","astra","gen-j-2009-2015",2010,212000,"1398","LPG","Poręba","Śląskie",23333
2665,"opel","astra","gen-j-2009-2015",2010,194000,"1686","Diesel","Swarzędz","Wielkopolskie",18999
2666,"opel","astra","gen-j-2009-2015",2013,127000,"1998","Gasoline","Toruń","Kujawsko-pomorskie",59000
2667,"opel","astra","gen-j-2009-2015",2015,219876,"1598","Diesel","Paczków","Opolskie",26800
2668,"opel","astra","gen-j-2009-2015",2012,333132,"1598","LPG","Lublin","Lubelskie",19500
2669,"opel","astra","gen-j-2009-2015",2012,80000,"1364","Gasoline","Świebodzin","Lubuskie",30999
2670,"opel","astra","gen-j-2009-2015",2012,180000,"1686","Diesel","Goleniów","Zachodniopomorskie",23900
2671,"opel","astra","gen-j-2009-2015",2010,124230,"1686","Diesel","Suwałki","Podlaskie",25600
2672,"opel","astra","gen-j-2009-2015",2012,193052,"1686","Diesel","Czeladź","Śląskie",29900
2673,"opel","astra","gen-j-2009-2015",2010,231000,"1364","Gasoline","Włocławek","Kujawsko-pomorskie",23900
2674,"opel","astra","gen-j-2009-2015",2010,178000,"1398","Gasoline","Grudziądz","Kujawsko-pomorskie",22900
2675,"opel","astra","gen-j-2009-2015",2012,240700,"1686","Diesel","Zieleniewo","Zachodniopomorskie",23400
2676,"opel","astra","gen-j-2009-2015",2013,84000,"1362","Gasoline","Świebodzin","Lubuskie",31999
2677,"opel","astra","gen-j-2009-2015",2013,164000,"1364","Gasoline","Góra Kalwaria","Mazowieckie",29900
2678,"opel","astra","gen-j-2009-2015",2018,64000,"1364","Gasoline","Wrocław","Dolnośląskie",48899
2679,"opel","astra","gen-j-2009-2015",2015,159000,"1364","Gasoline","Tomaszów Mazowiecki","Łódzkie",36000
2680,"opel","astra","gen-j-2009-2015",2011,155500,"1598","Gasoline","Chodzież","Wielkopolskie",24900
2681,"opel","astra","gen-j-2009-2015",2011,52000,"1364","Gasoline","Płock","Mazowieckie",27900
2682,"opel","astra","gen-j-2009-2015",2010,166859,"1598","LPG","Kartuzy","Pomorskie",35000
2683,"opel","astra","gen-j-2009-2015",2010,151000,"1598","Gasoline","Starogard Gdański","Pomorskie",23900
2684,"opel","astra","gen-j-2009-2015",2011,200000,"1598","Gasoline","Radom","Mazowieckie",30900
2685,"opel","astra","gen-j-2009-2015",2011,190000,"1956","Diesel","Rudawa","Małopolskie",24900
2686,"opel","astra","gen-j-2009-2015",2012,96000,"1364","Gasoline","Koprzywnica","Świętokrzyskie",31700
2687,"opel","astra","gen-j-2009-2015",2014,136300,"1364","Gasoline","Gorzów Wielkopolski","Lubuskie",35000
2688,"opel","astra","gen-j-2009-2015",2014,245000,"1598","Diesel","Tarnowskie Góry","Śląskie",24900
2689,"opel","astra","gen-j-2009-2015",2011,103127,"1364","Gasoline","Ostrowiec Świętokrzyski","Świętokrzyskie",27900
2690,"opel","astra","gen-j-2009-2015",2013,195000,"1364","Gasoline","Łask","Łódzkie",26900
2691,"opel","astra","gen-j-2009-2015",2010,173000,"1598","LPG","Lubawa","Warmińsko-mazurskie",24500
2692,"opel","astra","gen-j-2009-2015",2014,113777,"1598","Gasoline","Wieliczka","Małopolskie",38500
2693,"opel","astra","gen-j-2009-2015",2018,7000,"1598","Gasoline","Nowe Miasto nad Pilicą","Mazowieckie",47900
2694,"opel","astra","gen-j-2009-2015",2015,205000,"1598","Diesel","Trzyciąż","Małopolskie",24900
2695,"opel","astra","gen-j-2009-2015",2015,118000,"1598","Diesel","Turek","Wielkopolskie",31500
2696,"opel","astra","gen-j-2009-2015",2014,138000,"1598","Gasoline","Białystok","Podlaskie",33900
2697,"opel","astra","gen-j-2009-2015",2013,209200,"1598","Gasoline","Żagań","Lubuskie",32900
2698,"opel","astra","gen-j-2009-2015",2011,211432,"1686","Diesel","Lębork","Pomorskie",26900
2699,"opel","astra","gen-j-2009-2015",2012,129000,"1400","Gasoline","Radom","Mazowieckie",29900
2700,"opel","astra","gen-j-2009-2015",2013,110800,"1686","Diesel","Wągrowiec","Wielkopolskie",29800
2701,"opel","astra","gen-j-2009-2015",2014,155000,"1364","Gasoline","Łomża","Podlaskie",32999
2702,"opel","astra","gen-j-2009-2015",2010,184900,"1686","Diesel","Dębowiec","Kujawsko-pomorskie",13900
2703,"opel","astra","gen-j-2009-2015",2013,160500,"1956","Diesel","Mogilno","Kujawsko-pomorskie",25999
2704,"opel","astra","gen-j-2009-2015",2018,41233,"1598","Gasoline","Opole","Opolskie",45000
2705,"opel","astra","gen-j-2009-2015",2012,141445,"1686","Diesel","Nowy Sącz","Małopolskie",24900
2706,"opel","astra","gen-j-2009-2015",2015,104743,"1364","LPG","Gdańsk","Pomorskie",43500
2707,"opel","astra","gen-j-2009-2015",2010,292000,"1598","Gasoline","Mszana Dolna","Małopolskie",18900
2708,"opel","astra","gen-j-2009-2015",2011,117000,"1598","Gasoline","Warszawa","Mazowieckie",35000
2709,"opel","astra","gen-j-2009-2015",2015,220000,"1598","Diesel","Prudnik","Opolskie",34900
2710,"opel","astra","gen-j-2009-2015",2011,186000,"1956","Diesel","Kostrzyn","Wielkopolskie",23800
2711,"opel","astra","gen-j-2009-2015",2013,193000,"1364","Gasoline","Góra Kalwaria","Mazowieckie",29900
2712,"opel","astra","gen-j-2009-2015",2010,68700,"1598","Gasoline","Białystok","Podlaskie",26600
2713,"opel","astra","gen-j-2009-2015",2014,149000,"1362","Gasoline","Mierzyn","Zachodniopomorskie",32900
2714,"opel","astra","gen-j-2009-2015",2012,139000,"1364","Gasoline","Ostrołęka","Mazowieckie",26900
2715,"opel","astra","gen-j-2009-2015",2014,132500,"1598","Gasoline","Białystok","Podlaskie",38000
2716,"opel","astra","gen-j-2009-2015",2010,174000,"1598","Gasoline","Tęgoborze","Małopolskie",33500
2717,"opel","astra","gen-j-2009-2015",2011,167936,"1364","Gasoline","Rybnik","Śląskie",29000
2718,"opel","astra","gen-j-2009-2015",2013,201500,"1686","Diesel","Dobromierz","Dolnośląskie",21500
2719,"opel","astra","gen-j-2009-2015",2013,180000,"1364","Gasoline","Gniezno","Wielkopolskie",31900
2720,"opel","astra","gen-j-2009-2015",2012,101000,"1598","Gasoline","Mogilno","Kujawsko-pomorskie",36999
2721,"opel","astra","gen-j-2009-2015",2010,178998,"1598","Gasoline","Częstochowa","Śląskie",28000
2722,"opel","astra","gen-j-2009-2015",2011,144000,"1398","Gasoline","Elbląg","Warmińsko-mazurskie",25900
2723,"opel","astra","gen-j-2009-2015",2014,144000,"1686","Diesel","Skórcz","Pomorskie",32900
2724,"opel","astra","gen-j-2009-2015",2015,84000,"1598","Gasoline","Ostrowiec Świętokrzyski","Świętokrzyskie",33700
2725,"opel","astra","gen-j-2009-2015",2013,67819,"1364","Gasoline","Inowrocław","Kujawsko-pomorskie",39900
2726,"opel","astra","gen-j-2009-2015",2013,180000,"1398","Gasoline","Łomża","Podlaskie",24999
2727,"opel","astra","gen-j-2009-2015",2010,170000,"1598","Gasoline","Kochanów","Małopolskie",23800
